time,Hour (PST),Rain,AirTemp,RelHum,WindSpeed,LongWave,ShortWave
2024-04-11,1700,0.0,32.6,16.0,3.3,219.39233,578.90625
2024-04-11,1800,0.0,29.7,23.0,1.8,204.07736,423.14062
2024-04-11,1900,0.0,27.4,28.0,1.0,182.60213,244.5625
2024-04-11,2000,0.0,23.4,39.0,1.3,145.92982,73.015625
2024-04-11,2100,0.0,22.4,42.0,1.3,109.43681,0.34375
2024-04-11,2200,0.0,21.5,38.0,1.7,99.48564,9.999997e-16
2024-04-11,2300,0.0,21.1,37.0,2.2,93.41635,9.999997e-16
2024-04-11,2400,0.0,21.2,33.0,2.2,88.708496,9.999997e-16
2024-04-12,100,0.0,21.1,35.0,2.4,81.541504,9.999997e-16
2024-04-12,200,0.0,19.6,41.0,1.9,78.70752,9.999997e-16
2024-04-12,300,0.0,18.7,43.0,1.1,77.937744,9.999997e-16
2024-04-12,400,0.0,18.8,38.0,1.2,77.61841,9.999997e-16
2024-04-12,500,0.0,17.6,47.0,1.2,76.24463,9.999997e-16
2024-04-12,600,0.0,17.0,51.0,1.2,76.065674,9.999997e-16
2024-04-12,700,0.0,19.8,47.0,1.1,76.64404,9.999997e-16
2024-04-12,800,0.0,22.1,46.0,1.4,79.76538,24.125
2024-04-12,900,0.0,24.0,38.0,1.5,103.05884,167.0625
2024-04-12,1000,0.0,25.5,32.0,1.8,130.96191,347.78125
2024-04-12,1100,0.0,26.0,33.0,2.3,155.6272,514.03125
2024-04-12,1200,0.0,23.3,55.0,3.0,178.52295,648.5469
2024-04-12,1300,0.0,28.9,23.0,3.0,194.48218,741.71875
2024-04-12,1400,0.0,30.6,20.0,4.3,202.88379,778.0781
2024-04-12,1500,0.0,31.3,22.0,4.5,200.7522,748.4219
2024-04-12,1600,0.0,32.7,15.0,4.3,202.00171,680.5156
2024-04-12,1700,0.0,31.6,19.0,3.6,195.771,575.3125
2024-04-12,1800,0.0,27.8,25.0,5.2,179.52371,418.17188
2024-04-12,1900,0.0,24.4,30.0,3.7,152.92899,242.3125
2024-04-12,2000,0.0,22.1,36.0,2.9,131.63904,73.171875
2024-04-12,2100,0.0,20.8,41.0,2.8,116.88573,0.421875
2024-04-12,2200,0.0,19.9,43.0,2.9,112.15321,9.999997e-16
2024-04-12,2300,0.0,18.6,47.0,2.2,109.91382,9.999997e-16
2024-04-12,2400,0.0,16.3,56.0,1.3,106.36621,9.999997e-16
2024-04-13,100,0.0,15.4,61.0,1.2,104.34619,9.999997e-16
2024-04-13,200,0.0,15.0,60.0,1.5,101.95972,9.999997e-16
2024-04-13,300,0.0,14.5,59.0,1.2,101.75537,9.999997e-16
2024-04-13,400,0.0,13.4,62.0,1.8,97.639404,9.999997e-16
2024-04-13,500,0.0,12.2,70.0,1.2,99.85669,9.999997e-16
2024-04-13,600,0.0,12.4,68.0,1.1,99.60181,9.999997e-16
2024-04-13,700,0.0,15.3,57.0,1.5,96.98706,9.999997e-16
2024-04-13,800,0.0,17.9,46.0,2.7,94.5105,26.359375
2024-04-13,900,0.0,20.2,39.0,2.1,117.354004,175.875
2024-04-13,1000,0.0,21.9,33.0,1.6,141.83887,359.57812
2024-04-13,1100,0.0,20.7,47.0,1.8,162.73047,529.90625
2024-04-13,1200,0.0,23.6,33.0,2.6,181.82178,665.96875
2024-04-13,1300,0.0,21.5,49.0,3.9,201.91748,759.28125
2024-04-13,1400,0.0,23.9,31.0,3.5,212.82495,799.375
2024-04-13,1500,0.0,25.4,27.0,4.1,218.26831,781.9375
2024-04-13,1600,0.0,25.5,29.0,5.0,214.44556,706.40625
2024-04-13,1700,0.0,26.4,26.0,3.3,205.09155,587.7031
2024-04-13,1800,0.0,23.9,32.0,3.5,188.8172,427.82812
2024-04-13,1900,0.0,22.0,32.0,5.8,164.43993,249.01562
2024-04-13,2000,0.0,21.3,34.0,7.6,136.31094,76.296875
2024-04-13,2100,0.0,19.6,41.0,3.7,114.86842,0.53125
2024-04-13,2200,0.0,18.1,48.0,2.8,108.75882,9.999997e-16
2024-04-13,2300,0.0,19.1,42.0,3.4,106.151855,9.999997e-16
2024-04-13,2400,0.0,17.5,49.0,3.2,96.17285,9.999997e-16
2024-04-14,100,0.0,15.6,55.0,3.3,92.44824,9.999997e-16
2024-04-14,200,0.0,16.2,51.0,2.5,89.89819,9.999997e-16
2024-04-14,300,0.0,15.3,50.0,3.2,81.21338,9.999997e-16
2024-04-14,400,0.0,13.6,52.0,1.6,83.12451,9.999997e-16
2024-04-14,500,0.0,12.1,58.0,2.4,87.46387,9.999997e-16
2024-04-14,600,0.0,12.7,55.0,2.7,86.6936,9.999997e-16
2024-04-14,700,0.0,14.8,45.0,2.7,96.47363,9.999997e-16
2024-04-14,800,0.0,16.6,39.0,2.3,97.31641,26.84375
2024-04-14,900,0.0,18.9,32.0,1.8,111.67798,172.64062
2024-04-14,1000,0.0,20.1,26.0,2.5,130.97339,354.17188
2024-04-14,1100,0.0,21.5,24.0,2.7,150.11084,523.7656
2024-04-14,1200,0.0,22.2,21.0,2.9,166.9685,654.2969
2024-04-14,1300,0.0,23.1,16.0,2.0,185.99658,756.5625
2024-04-14,1400,0.0,24.2,20.0,3.7,195.45166,789.53125
2024-04-14,1500,0.0,24.4,22.0,5.4,198.46265,789.8281
2024-04-14,1600,0.0,23.1,27.0,6.5,189.94409,711.1094
2024-04-14,1700,0.0,22.3,26.0,5.0,175.33301,587.21875
2024-04-14,1800,0.0,20.9,29.0,3.1,157.06465,436.5
2024-04-14,1900,0.0,19.1,33.0,2.5,139.27141,246.96875
2024-04-14,2000,0.0,17.7,40.0,3.6,121.586716,77.390625
2024-04-14,2100,0.0,16.2,49.0,2.6,106.36813,0.640625
2024-04-14,2200,0.0,15.3,53.0,2.1,103.19409,9.999997e-16
2024-04-14,2300,0.0,15.0,54.0,3.4,103.748535,9.999997e-16
2024-04-14,2400,0.0,14.6,57.0,3.4,99.93872,9.999997e-16
2024-04-15,100,0.0,13.8,58.0,2.7,97.22656,9.999997e-16
2024-04-15,200,0.0,12.3,64.0,1.2,98.70044,9.999997e-16
2024-04-15,300,0.0,11.2,69.0,1.3,97.55884,9.999997e-16
2024-04-15,400,0.0,10.8,71.0,1.2,95.029785,9.999997e-16
2024-04-15,500,0.0,10.2,72.0,1.8,90.98364,9.999997e-16
2024-04-15,600,0.0,10.7,67.0,1.6,92.631836,9.999997e-16
2024-04-15,700,0.0,15.0,51.0,1.7,88.145996,9.999997e-16
2024-04-15,800,0.0,16.7,48.0,3.0,88.0459,28.171875
2024-04-15,900,0.0,18.9,40.0,2.6,107.244385,175.03125
2024-04-15,1000,0.0,20.8,33.0,2.8,124.1228,354.6875
2024-04-15,1100,0.0,22.2,31.0,3.0,141.4961,523.9531
2024-04-15,1200,0.0,24.8,23.0,3.6,158.72583,660.9219
2024-04-15,1300,0.0,26.0,21.0,2.8,171.40283,751.6719
2024-04-15,1400,0.0,26.8,20.0,2.6,182.53589,789.5469
2024-04-15,1500,0.0,27.4,17.0,2.8,189.94531,775.8594
2024-04-15,1600,0.0,27.9,17.0,2.8,189.80103,699.6406
2024-04-15,1700,0.0,27.7,19.0,2.1,184.91772,581.875
2024-04-15,1800,0.0,26.6,24.0,1.4,176.05644,428.01562
2024-04-15,1900,0.0,22.2,38.0,1.2,161.67503,250.96875
2024-04-15,2000,0.0,19.9,51.0,0.8,138.77126,79.171875
2024-04-15,2100,0.0,18.7,62.0,1.6,107.50284,0.765625
2024-04-15,2200,0.0,17.8,60.0,1.9,98.755615,9.999997e-16
2024-04-15,2300,0.0,17.6,53.0,1.5,93.36963,9.999997e-16
2024-04-15,2400,0.0,16.3,57.0,1.6,88.480225,9.999997e-16
2024-04-16,100,0.0,15.5,63.0,1.3,85.55151,9.999997e-16
2024-04-16,200,0.0,14.7,65.0,1.2,83.159424,9.999997e-16
2024-04-16,300,0.0,13.9,66.0,1.4,81.37256,9.999997e-16
2024-04-16,400,0.0,15.2,62.0,2.2,79.46582,9.999997e-16
2024-04-16,500,0.0,16.0,56.0,2.3,77.666016,9.999997e-16
2024-04-16,600,0.0,16.0,54.0,2.2,75.10547,9.999997e-16
2024-04-16,700,0.0,17.5,56.0,2.0,72.1145,9.999997e-16
2024-04-16,800,0.0,20.6,46.0,1.6,73.0249,29.921875
2024-04-16,900,0.0,24.0,35.0,1.9,100.50635,172.0625
2024-04-16,1000,0.0,27.0,23.0,1.7,135.44678,359.64062
2024-04-16,1100,0.0,29.1,17.0,1.3,164.40991,526.4219
2024-04-16,1200,0.0,30.5,14.0,1.3,185.89209,661.40625
2024-04-16,1300,0.0,31.3,14.0,2.0,202.59253,750.9375
2024-04-16,1400,0.0,31.9,14.0,2.6,213.81982,789.2656
2024-04-16,1500,0.0,31.9,14.0,3.4,220.42188,773.25
2024-04-16,1600,0.0,31.3,17.0,4.5,220.05176,703.71875
2024-04-16,1700,0.0,29.6,21.0,4.1,213.35522,586.5
2024-04-16,1800,0.0,28.0,24.0,2.4,198.89133,431.46875
2024-04-16,1900,0.0,25.8,30.0,1.1,177.34358,253.4375
2024-04-16,2000,0.0,23.2,43.0,1.0,147.20453,80.8125
2024-04-16,2100,0.0,21.2,49.0,1.7,110.0168,0.90625
2024-04-16,2200,0.0,20.9,40.0,2.1,99.1237,9.999997e-16
2024-04-16,2300,0.0,21.2,36.0,2.1,92.22073,9.999997e-16
2024-04-16,2400,0.0,20.2,45.0,1.9,86.7749,9.999997e-16
2024-04-17,100,0.0,18.8,51.0,1.8,80.135254,9.999997e-16
2024-04-17,200,0.0,17.4,52.0,2.0,76.80859,9.999997e-16
2024-04-17,300,0.0,17.5,49.0,1.8,74.73682,9.999997e-16
2024-04-17,400,0.0,18.1,43.0,1.5,72.84424,9.999997e-16
2024-04-17,500,0.0,17.2,45.0,1.4,71.15698,9.999997e-16
2024-04-17,600,0.0,17.3,46.0,1.3,69.63281,9.999997e-16
2024-04-17,700,0.0,21.3,39.0,1.1,68.30835,9.999997e-16
2024-04-17,800,0.0,24.1,37.0,1.6,70.53125,32.140625
2024-04-17,900,0.0,26.1,32.0,1.9,98.73511,181.32812
2024-04-17,1000,0.0,29.0,24.0,1.2,131.62207,360.35938
2024-04-17,1100,0.0,30.3,24.0,2.2,160.69531,525.96875
2024-04-17,1200,0.0,31.1,24.0,3.0,185.68091,659.6875
2024-04-17,1300,0.0,32.1,18.0,2.9,212.01782,752.3594
2024-04-17,1400,0.0,32.8,17.0,2.9,222.73022,791.125
2024-04-17,1500,0.0,33.2,17.0,2.6,228.03076,775.3281
2024-04-17,1600,0.0,33.0,18.0,3.2,227.74634,706.09375
2024-04-17,1700,0.0,32.1,20.0,3.0,220.85767,588.6719
2024-04-17,1800,0.0,31.3,22.0,1.6,207.05469,433.07812
2024-04-17,1900,0.0,28.8,24.0,1.4,185.63033,254.84375
2024-04-17,2000,0.0,24.7,34.0,2.1,149.61032,81.75
2024-04-17,2100,0.0,24.3,34.0,2.3,113.1087,1.046875
2024-04-17,2200,0.0,23.8,33.0,2.9,110.7659,9.999997e-16
2024-04-17,2300,0.0,23.2,33.0,3.0,111.18579,9.999997e-16
2024-04-17,2400,0.0,20.9,41.0,2.5,103.0293,9.999997e-16
2024-04-18,100,0.0,20.0,45.0,2.3,89.725586,9.999997e-16
2024-04-18,200,0.0,20.2,43.0,1.3,85.66699,9.999997e-16
2024-04-18,300,0.0,19.0,49.0,1.1,84.38867,9.999997e-16
2024-04-18,400,0.0,18.5,47.0,1.7,84.21289,9.999997e-16
2024-04-18,500,0.0,18.7,44.0,1.6,81.86182,9.999997e-16
2024-04-18,600,0.0,19.3,39.0,1.7,83.440186,9.999997e-16
2024-04-18,700,0.0,21.6,44.0,1.5,78.95044,9.999997e-16
2024-04-18,800,0.0,23.8,47.0,2.1,74.141846,28.1875
2024-04-18,900,0.0,23.4,52.0,1.6,100.60425,161.48438
2024-04-18,1000,0.0,22.2,58.0,2.2,123.65918,305.3125
2024-04-18,1100,0.0,27.4,30.0,2.8,144.01709,446.98438
2024-04-18,1200,0.0,28.0,30.0,3.0,163.18286,583.0156
2024-04-18,1300,0.0,28.4,29.0,3.0,179.63306,616.03125
2024-04-18,1400,0.0,30.5,22.0,3.3,173.40161,625.46875
2024-04-18,1500,0.0,31.6,19.0,2.3,173.76025,576.84375
2024-04-18,1600,0.0,31.8,19.0,2.1,193.98901,619.6094
2024-04-18,1700,0.0,31.9,18.0,1.6,212.68604,581.71875
2024-04-18,1800,0.0,30.3,22.0,1.7,206.55103,432.75
2024-04-18,1900,0.0,27.2,29.0,1.4,184.68777,255.65625
2024-04-18,2000,0.0,25.3,30.0,2.6,150.69232,82.84375
2024-04-18,2100,0.0,24.4,32.0,2.9,120.78897,1.171875
2024-04-18,2200,0.0,23.5,34.0,3.3,120.56589,9.999997e-16
2024-04-18,2300,0.0,22.2,40.0,3.2,116.14966,9.999997e-16
2024-04-18,2400,0.0,20.8,47.0,2.6,109.21216,9.999997e-16
2024-04-19,100,0.0,19.1,54.0,2.5,101.741455,9.999997e-16
2024-04-19,200,0.0,17.6,60.0,1.7,99.88037,9.999997e-16
2024-04-19,300,0.0,17.6,59.0,2.0,98.82739,9.999997e-16
2024-04-19,400,0.0,17.3,59.0,2.2,98.51416,9.999997e-16
2024-04-19,500,0.0,17.0,60.0,1.7,95.051025,9.999997e-16
2024-04-19,600,0.0,16.3,64.0,1.5,97.12671,9.999997e-16
2024-04-19,700,0.0,19.8,52.0,1.1,95.56299,9.999997e-16
2024-04-19,800,0.0,22.8,43.0,1.5,99.07153,36.578125
2024-04-19,900,0.0,24.3,39.0,1.7,116.0022,186.75
2024-04-19,1000,0.0,26.9,34.0,1.3,140.09888,367.48438
2024-04-19,1100,0.0,28.7,28.0,1.7,165.74219,537.8906
2024-04-19,1200,0.0,30.3,23.0,1.9,184.88599,655.3594
2024-04-19,1300,0.0,31.7,19.0,2.0,200.87549,737.875
2024-04-19,1400,0.0,32.7,18.0,1.8,214.35278,782.03125
2024-04-19,1500,0.0,32.9,17.0,2.6,221.6001,774.3281
2024-04-19,1600,0.0,33.3,15.0,1.8,221.5476,702.96875
2024-04-19,1700,0.0,32.3,20.0,3.2,212.49121,586.2969
2024-04-19,1800,0.0,29.3,26.0,3.8,196.56694,430.75
2024-04-19,1900,0.0,26.6,32.0,3.3,175.43939,254.20312
2024-04-19,2000,0.0,24.8,39.0,3.4,151.66566,83.703125
2024-04-19,2100,0.0,23.5,43.0,3.8,129.72112,1.359375
2024-04-19,2200,0.0,21.5,49.0,2.0,122.93396,9.999997e-16
2024-04-19,2300,0.0,20.7,53.0,2.4,118.322754,9.999997e-16
2024-04-19,2400,0.0,19.5,59.0,2.4,113.004395,9.999997e-16
2024-04-20,100,0.0,18.7,63.0,2.2,108.10327,9.999997e-16
2024-04-20,200,0.0,18.2,65.0,1.8,104.05151,9.999997e-16
2024-04-20,300,0.0,17.1,69.0,1.5,100.083984,9.999997e-16
2024-04-20,400,0.0,17.0,69.0,1.8,96.23364,9.999997e-16
2024-04-20,500,0.0,17.0,68.0,1.5,94.115234,9.999997e-16
2024-04-20,600,0.0,16.2,74.0,1.2,89.116455,9.999997e-16
2024-04-20,700,0.0,19.4,61.0,1.2,84.12842,9.999997e-16
2024-04-20,800,0.0,22.3,50.0,1.3,88.551025,37.234375
2024-04-20,900,0.0,24.9,42.0,1.2,105.99072,188.51562
2024-04-20,1000,0.0,26.5,41.0,1.8,129.8169,367.0625
2024-04-20,1100,0.0,26.4,46.0,2.3,153.1145,530.8281
2024-04-20,1200,0.0,26.6,44.0,2.5,174.04126,659.6094
2024-04-20,1300,0.0,28.4,36.0,2.4,187.1394,741.8594
2024-04-20,1400,0.0,27.9,40.0,2.6,199.37402,778.0156
2024-04-20,1500,0.0,31.3,29.0,3.0,207.99707,761.96875
2024-04-20,1600,0.0,31.1,28.0,3.5,209.50732,693.4844
2024-04-20,1700,0.0,31.0,27.0,2.7,203.39868,578.25
2024-04-20,1800,0.0,30.3,30.0,1.2,190.17868,427.34375
2024-04-20,1900,0.0,27.8,41.0,0.9,170.37521,252.28125
2024-04-20,2000,0.0,26.4,39.0,1.4,141.58098,84.140625
2024-04-20,2100,0.0,24.6,44.0,2.0,105.50818,1.515625
2024-04-20,2200,0.0,24.5,42.0,2.1,95.893814,9.999997e-16
2024-04-20,2300,0.0,24.3,44.0,1.7,94.35083,9.999997e-16
2024-04-20,2400,0.0,22.9,51.0,2.0,98.65698,9.999997e-16
2024-04-21,100,0.0,21.2,59.0,1.6,83.40747,9.999997e-16
2024-04-21,200,0.0,19.2,66.0,1.8,80.46875,9.999997e-16
2024-04-21,300,0.0,18.7,70.0,1.4,77.58032,9.999997e-16
2024-04-21,400,0.0,18.6,68.0,1.7,75.51831,9.999997e-16
2024-04-21,500,0.0,19.1,62.0,1.1,74.786865,9.999997e-16
2024-04-21,600,0.0,19.2,62.0,1.3,74.23291,9.999997e-16
2024-04-21,700,0.0,22.5,56.0,1.1,73.57422,9.999997e-16
2024-04-21,800,0.0,24.5,49.0,1.7,77.63867,38.96875
2024-04-21,900,0.0,25.5,55.0,2.3,102.98462,190.28125
2024-04-21,1000,0.0,26.8,53.0,3.0,132.41455,366.65625
2024-04-21,1100,0.0,27.9,43.0,3.7,158.98755,529.4375
2024-04-21,1200,0.0,28.1,42.0,3.4,182.98267,660.375
2024-04-21,1300,0.0,26.3,51.0,3.4,199.10352,745.1719
2024-04-21,1400,0.0,28.0,46.0,3.3,210.82935,782.28125
2024-04-21,1500,0.0,33.3,24.0,4.3,217.85938,766.5
2024-04-21,1600,0.0,33.7,21.0,4.1,218.37793,707.9844
2024-04-21,1700,0.0,33.5,20.0,2.9,210.72485,587.7344
2024-04-21,1800,0.0,31.8,22.0,1.9,194.88599,430.89062
2024-04-21,1900,0.0,29.3,26.0,1.4,179.10306,257.53125
2024-04-21,2000,0.0,28.5,27.0,1.4,152.17522,87.265625
2024-04-21,2100,0.0,26.3,32.0,1.5,114.417816,1.765625
2024-04-21,2200,0.0,24.2,36.0,2.3,104.88803,9.999997e-16
2024-04-21,2300,0.0,24.0,36.0,2.4,104.48193,9.999997e-16
2024-04-21,2400,0.0,23.8,41.0,2.3,103.11182,9.999997e-16
2024-04-22,100,0.0,22.4,50.0,1.8,91.781494,9.999997e-16
2024-04-22,200,0.0,21.9,51.0,1.6,88.546875,9.999997e-16
2024-04-22,300,0.0,21.2,50.0,2.6,86.836914,9.999997e-16
2024-04-22,400,0.0,19.8,56.0,1.8,85.1189,9.999997e-16
2024-04-22,500,0.0,18.7,55.0,1.6,83.637695,9.999997e-16
2024-04-22,600,0.0,19.6,57.0,1.2,84.218506,9.999997e-16
2024-04-22,700,0.0,23.4,58.0,0.8,82.892334,9.999997e-16
2024-04-22,800,0.0,24.3,50.0,1.8,87.10376,41.8125
2024-04-22,900,0.0,26.1,46.0,1.6,112.02295,198.5625
2024-04-22,1000,0.0,28.0,41.0,1.8,138.24438,378.125
2024-04-22,1100,0.0,30.0,29.0,2.0,163.20435,539.625
2024-04-22,1200,0.0,30.7,29.0,3.2,187.08398,671.59375
2024-04-22,1300,0.0,31.7,25.0,3.5,201.88135,753.4375
2024-04-22,1400,0.0,33.4,21.0,4.8,214.10864,790.53125
2024-04-22,1500,0.0,34.4,18.0,5.4,214.17969,765.0
2024-04-22,1600,0.0,34.5,18.0,2.7,212.30225,691.375
2024-04-22,1700,0.0,34.4,21.0,1.6,202.60059,568.6875
2024-04-22,1800,0.0,33.0,25.0,1.4,191.24843,428.40625
2024-04-22,1900,0.0,29.1,35.0,1.6,175.19482,256.42188
2024-04-22,2000,0.0,27.7,37.0,3.0,147.66612,84.984375
2024-04-22,2100,0.0,26.5,46.0,3.6,118.76604,1.953125
2024-04-22,2200,0.0,23.8,55.0,1.5,114.78352,9.999997e-16
2024-04-22,2300,0.0,22.6,58.0,1.0,109.772705,9.999997e-16
2024-04-22,2400,0.0,21.0,62.0,1.4,98.80908,9.999997e-16
2024-04-23,100,0.0,19.1,70.0,1.2,92.7439,9.999997e-16
2024-04-23,200,0.0,18.0,72.0,1.4,88.54663,9.999997e-16
2024-04-23,300,0.0,17.6,74.0,1.7,90.6814,9.999997e-16
2024-04-23,400,0.0,17.3,74.0,1.5,89.63403,9.999997e-16
2024-04-23,500,0.0,16.0,79.0,1.1,88.3042,9.999997e-16
2024-04-23,600,0.0,16.6,76.0,1.1,91.686035,9.999997e-16
2024-04-23,700,0.0,19.6,64.0,1.3,91.03223,9.999997e-16
2024-04-23,800,0.0,22.0,57.0,1.5,91.98413,42.609375
2024-04-23,900,0.0,24.4,48.0,1.2,116.11719,202.90625
2024-04-23,1000,0.0,27.0,36.0,1.7,141.03247,383.375
2024-04-23,1100,0.0,28.6,30.0,2.0,161.46997,546.5
2024-04-23,1200,0.0,30.2,26.0,1.9,181.46948,678.46875
2024-04-23,1300,0.0,31.4,25.0,2.7,194.41309,760.3594
2024-04-23,1400,0.0,31.0,26.0,3.3,205.46143,796.125
2024-04-23,1500,0.0,32.0,23.0,2.1,211.63013,778.5625
2024-04-23,1600,0.0,32.6,22.0,1.7,211.42285,709.28125
2024-04-23,1700,0.0,31.2,27.0,3.9,201.84082,589.9844
2024-04-23,1800,0.0,28.4,34.0,4.3,185.88814,435.09375
2024-04-23,1900,0.0,25.8,40.0,3.6,165.13052,260.125
2024-04-23,2000,0.0,23.9,45.0,3.3,141.89836,89.4375
2024-04-23,2100,0.0,22.4,49.0,3.5,121.92247,2.15625
2024-04-23,2200,0.0,21.4,51.0,3.2,115.46425,9.999997e-16
2024-04-23,2300,0.0,19.7,56.0,2.5,112.50488,9.999997e-16
2024-04-23,2400,0.0,18.7,59.0,2.4,109.07861,9.999997e-16
2024-04-24,100,0.0,17.6,62.0,2.4,106.63965,9.999997e-16
2024-04-24,200,0.0,17.3,61.0,2.4,101.81348,9.999997e-16
2024-04-24,300,0.0,16.9,63.0,2.5,102.271484,9.999997e-16
2024-04-24,400,0.0,16.7,63.0,2.5,102.27759,9.999997e-16
2024-04-24,500,0.0,15.9,67.0,2.2,101.32324,9.999997e-16
2024-04-24,600,0.0,15.7,69.0,2.0,98.86157,9.999997e-16
2024-04-24,700,0.0,18.3,58.0,1.9,99.70801,9.999997e-16
2024-04-24,800,0.0,21.1,48.0,1.4,101.2605,45.453125
2024-04-24,900,0.0,22.0,51.0,2.3,117.11035,203.0625
2024-04-24,1000,0.0,20.5,66.0,2.6,137.31421,385.59375
2024-04-24,1100,0.0,26.8,27.0,2.4,154.98584,545.5781
2024-04-24,1200,0.0,24.2,44.0,1.9,174.3086,678.40625
2024-04-24,1300,0.0,28.7,24.0,1.9,190.79785,763.53125
2024-04-24,1400,0.0,29.5,25.0,2.6,201.48804,799.65625
2024-04-24,1500,0.0,29.9,23.0,2.4,206.8291,782.375
2024-04-24,1600,0.0,30.1,22.0,2.1,204.69116,709.75
2024-04-24,1700,0.0,28.7,28.0,5.8,194.84741,594.0
2024-04-24,1800,0.0,26.8,30.0,6.4,175.41957,439.71875
2024-04-24,1900,0.0,24.1,35.0,5.3,154.03369,263.85938
2024-04-24,2000,0.0,22.4,39.0,4.0,131.90413,92.125
2024-04-24,2100,0.0,20.9,46.0,5.7,116.56242,2.4375
2024-04-24,2200,0.0,19.7,50.0,4.9,111.67053,9.999997e-16
2024-04-24,2300,0.0,19.1,51.0,4.2,106.71753,9.999997e-16
2024-04-24,2400,0.0,18.4,52.0,2.7,104.27612,9.999997e-16
2024-04-25,100,0.0,17.9,53.0,2.5,99.237305,9.999997e-16
2024-04-25,200,0.0,16.9,58.0,1.6,95.39404,9.999997e-16
2024-04-25,300,0.0,16.9,58.0,1.7,79.05005,9.999997e-16
2024-04-25,400,0.0,16.7,58.0,2.2,88.63989,9.999997e-16
2024-04-25,500,0.0,15.3,63.0,1.1,83.36279,9.999997e-16
2024-04-25,600,0.0,16.2,59.0,1.5,81.65723,9.999997e-16
2024-04-25,700,0.0,18.8,50.0,1.1,87.708496,9.999997e-16
2024-04-25,800,0.0,20.3,46.0,1.9,93.51758,45.875
2024-04-25,900,0.0,22.2,39.0,1.6,105.83008,195.70312
2024-04-25,1000,0.0,23.8,35.0,1.4,126.196045,375.59375
2024-04-25,1100,0.0,22.3,50.0,2.5,139.73071,520.0469
2024-04-25,1200,0.0,26.0,31.0,4.4,148.84131,669.0625
2024-04-25,1300,0.0,27.2,28.0,3.4,168.3291,773.09375
2024-04-25,1400,0.0,28.1,25.0,3.3,174.66602,798.625
2024-04-25,1500,0.0,28.2,25.0,3.8,178.55908,778.78125
2024-04-25,1600,0.0,27.8,25.0,4.7,177.80566,715.3906
2024-04-25,1700,0.0,26.1,28.0,6.0,171.2378,598.2969
2024-04-25,1800,0.0,23.7,32.0,6.7,160.50249,446.07812
2024-04-25,1900,0.0,21.5,37.0,6.3,142.28108,269.21875
2024-04-25,2000,0.0,20.2,42.0,4.8,129.01028,95.234375
2024-04-25,2100,0.0,19.1,46.0,4.4,116.065475,2.734375
2024-04-25,2200,0.0,17.9,51.0,3.5,111.8338,9.999997e-16
2024-04-25,2300,0.0,17.2,53.0,3.4,107.00049,9.999997e-16
2024-04-25,2400,0.0,16.3,57.0,2.2,105.690674,9.999997e-16
2024-04-26,100,0.0,15.5,60.0,1.7,104.67798,9.999997e-16
2024-04-26,200,0.0,14.8,63.0,2.0,102.226074,9.999997e-16
2024-04-26,300,0.0,14.9,62.0,1.6,100.81885,9.999997e-16
2024-04-26,400,0.0,14.5,64.0,1.0,98.78931,9.999997e-16
2024-04-26,500,0.0,14.3,63.0,1.4,93.91016,9.999997e-16
2024-04-26,600,0.0,14.3,65.0,1.2,89.97412,9.999997e-16
2024-04-26,700,0.0,17.5,53.0,1.0,85.65161,9.999997e-16
2024-04-26,800,0.0,19.3,46.0,1.3,89.220215,45.625
2024-04-26,900,0.0,20.7,43.0,1.8,103.931885,202.84375
2024-04-26,1000,0.0,22.3,39.0,1.7,114.90552,364.8125
2024-04-26,1100,0.0,18.9,71.0,1.8,126.05078,541.2656
2024-04-26,1200,0.0,24.1,38.0,2.3,140.81665,641.78125
2024-04-26,1300,0.0,26.6,29.0,3.2,146.74268,730.53125
2024-04-26,1400,0.0,27.6,24.0,5.5,163.62036,812.3125
2024-04-26,1500,0.0,27.7,21.0,6.2,166.01147,786.4531
2024-04-26,1600,0.0,26.6,23.0,7.5,165.19238,717.75
2024-04-26,1700,0.0,25.7,23.0,6.7,159.51465,602.5
2024-04-26,1800,0.0,24.3,27.0,5.8,142.62642,443.79688
2024-04-26,1900,0.0,22.5,30.0,5.3,128.01488,261.96875
2024-04-26,2000,0.0,20.4,41.0,4.8,119.53618,92.78125
2024-04-26,2100,0.0,19.0,48.0,5.0,100.15617,2.90625
2024-04-26,2200,0.0,18.2,50.0,3.9,98.90335,9.999997e-16
2024-04-26,2300,0.0,18.3,50.0,1.7,98.21069,9.999997e-16
2024-04-26,2400,0.0,17.4,53.0,1.8,99.98364,9.999997e-16
2024-04-27,100,0.0,16.6,57.0,1.5,95.385254,9.999997e-16
2024-04-27,200,0.0,15.9,58.0,1.9,97.10547,9.999997e-16
2024-04-27,300,0.0,15.0,61.0,1.8,93.89209,9.999997e-16
2024-04-27,400,0.0,14.8,61.0,2.0,87.4646,9.999997e-16
2024-04-27,500,0.0,14.6,63.0,2.2,92.02246,9.999997e-16
2024-04-27,600,0.0,15.2,60.0,1.9,90.66431,9.999997e-16
2024-04-27,700,0.0,17.5,56.0,2.1,80.70874,9.999997e-16
2024-04-27,800,0.0,19.9,48.0,2.6,83.34741,47.078125
2024-04-27,900,0.0,21.2,47.0,1.7,105.23169,205.1875
2024-04-27,1000,0.0,20.9,55.0,1.6,129.17773,385.84375
2024-04-27,1100,0.0,26.3,23.0,2.2,144.49683,546.9844
