time,Hour (PST),Jul,ETo (mm),Rain,Sol Rad (W/sq.m),Vap Pres (kPa),AirTemp,RelHum,Dew Point (C),WindSpeed,Wind Dir (0-360),LongWave,ShortWave,Soil Temp (C)
2024-03-01,100,61,0.01,0.0,0.0,1.1,13.4,71.0,8.1,1.9,295.0,-84.47705,9.999997E-16,16.5
2024-03-01,200,61,0.0,0.0,0.0,1.1,12.0,75.0,7.8,1.7,276.0,-85.23291,9.999997E-16,16.3
2024-03-01,300,61,0.0,0.0,0.0,1.0,11.5,75.0,7.3,1.8,288.0,-85.551025,9.999997E-16,16.2
2024-03-01,400,61,0.0,0.0,0.0,1.0,11.0,77.0,7.1,1.7,275.0,-85.66748,9.999997E-16,16.0
2024-03-01,500,61,0.01,0.0,0.0,1.0,12.1,71.0,6.9,2.0,293.0,-86.71362,9.999997E-16,15.8
2024-03-01,600,61,0.01,0.0,0.0,1.0,11.2,74.0,6.7,2.0,286.0,-85.63745,9.999997E-16,15.7
2024-03-01,700,61,0.03,0.0,33.0,1.0,11.7,71.0,6.6,1.8,284.0,-88.91431,9.999997E-16,15.5
2024-03-01,800,61,0.09,0.0,170.0,1.0,15.0,59.0,7.1,1.6,320.0,-86.89307,9.999997E-16,15.3
2024-03-01,900,61,0.24,0.0,402.0,1.0,17.2,51.0,7.1,1.6,23.0,-85.69873,35.515625,15.2
2024-03-01,1000,61,0.36,0.0,591.0,1.0,18.8,47.0,7.3,1.3,89.0,-107.19238,191.78125,15.1
2024-03-01,1100,61,0.48,0.0,738.0,1.0,20.3,41.0,6.8,2.4,133.0,-127.43408,366.10938,15.1
2024-03-01,1200,61,0.54,0.0,820.0,0.9,21.5,36.0,5.6,1.8,105.0,-144.85132,513.9375,15.1
2024-03-01,1300,61,0.56,0.0,828.0,1.0,22.6,35.0,6.4,1.7,132.0,-161.82349,611.6875,15.2
2024-03-01,1400,61,0.52,0.0,773.0,0.9,23.6,32.0,5.8,1.7,56.0,-173.625,663.21875,15.4
2024-03-01,1500,61,0.45,0.0,653.0,1.0,23.6,34.0,6.9,2.4,120.0,-179.18164,659.65625,15.5
2024-03-01,1600,61,0.31,0.0,482.0,1.0,23.0,37.0,7.5,2.4,113.0,-180.66699,599.71875,15.7
2024-03-01,1700,61,0.15,0.0,263.0,1.0,22.5,37.0,7.1,2.3,121.0,-175.98102,485.1875,16.0
2024-03-01,1800,61,0.02,0.0,38.0,1.1,20.4,45.0,8.0,1.2,138.0,-162.50246,332.90625,16.2
2024-03-01,1900,61,0.0,0.0,0.0,1.1,18.1,51.0,7.7,1.8,313.0,-143.42793,158.3125,16.4
2024-03-01,2000,61,0.0,0.0,0.0,1.0,17.4,51.0,7.1,1.3,15.0,-118.47818,19.140625,16.5
2024-03-01,2100,61,0.0,0.0,0.0,1.0,15.7,58.0,7.4,1.6,192.0,-108.31058,9.999997E-16,16.6
2024-03-01,2200,61,0.03,0.0,0.0,1.0,17.2,50.0,6.6,3.6,342.0,-106.846924,9.999997E-16,16.6
2024-03-01,2300,61,0.0,0.0,0.0,1.0,16.6,51.0,6.5,2.1,56.0,-101.34204,9.999997E-16,16.5
2024-03-01,2400,61,0.0,0.0,0.0,1.0,15.0,58.0,6.8,1.6,167.0,-101.46997,9.999997E-16,16.4
2024-03-02,100,62,0.03,0.0,0.0,1.0,14.3,60.0,6.7,1.5,170.0,-98.260025,9.999997E-16,16.3
2024-03-02,200,62,0.03,0.0,0.0,1.0,14.9,58.0,6.8,1.5,150.0,-98.088135,9.999997E-16,16.2
2024-03-02,300,62,0.03,0.0,0.0,1.0,13.9,62.0,6.8,2.1,138.0,-98.84302,9.999997E-16,16.0
2024-03-02,400,62,0.03,0.0,0.0,1.0,13.9,66.0,7.6,1.9,137.0,-99.768555,9.999997E-16,15.9
2024-03-02,500,62,0.03,0.0,0.0,1.1,14.2,66.0,8.1,2.3,136.0,-91.118164,9.999997E-16,15.8
2024-03-02,600,62,0.02,0.0,0.0,1.1,13.9,68.0,8.1,1.9,88.0,-88.697266,9.999997E-16,15.6
2024-03-02,700,62,0.03,0.0,27.0,1.1,13.8,69.0,8.3,1.6,306.0,-86.170654,9.999997E-16,15.5
2024-03-02,800,62,0.07,0.0,104.0,1.2,15.1,68.0,9.3,2.2,308.0,-74.66748,9.999997E-16,15.4
2024-03-02,900,62,0.26,0.0,459.0,1.2,18.5,58.0,10.1,2.1,25.0,-74.16699,32.21875,15.3
2024-03-02,1000,62,0.39,0.0,581.0,1.2,20.9,50.0,10.2,2.2,94.0,-83.99878,160.21875,15.3
2024-03-02,1100,62,0.53,0.0,731.0,1.2,22.0,45.0,9.7,3.9,60.0,-91.107666,284.89062,15.3
2024-03-02,1200,62,0.5,0.0,525.0,1.1,21.8,42.0,8.5,7.0,208.0,-103.48877,378.875,15.4
2024-03-02,1300,62,0.81,0.0,887.0,1.0,22.7,37.0,7.2,8.8,221.0,-116.22803,516.59375,15.6
2024-03-02,1400,62,0.71,0.0,880.0,1.0,23.8,35.0,7.4,5.1,263.0,-129.13403,608.125,15.9
2024-03-02,1500,62,0.61,0.0,785.0,1.1,23.7,36.0,7.7,4.4,295.0,-127.46875,561.6875,16.2
2024-03-02,1600,62,0.35,0.0,494.0,1.0,23.1,36.0,7.4,3.4,37.0,-102.416016,441.6875,16.6
2024-03-02,1700,62,0.14,0.0,117.0,1.0,21.8,38.0,6.8,2.6,40.0,-116.898865,446.3125,17.0
2024-03-02,1800,62,0.08,0.0,29.0,1.0,20.1,44.0,7.6,2.1,359.0,-106.3638,278.85938,17.4
2024-03-02,1900,62,0.07,0.0,0.0,1.1,19.3,47.0,7.7,2.7,5.0,-105.94862,147.64062,17.7
2024-03-02,2000,62,0.06,0.0,0.0,1.0,18.7,48.0,7.6,2.5,38.0,-93.79663,18.28125,17.8
2024-03-02,2100,62,0.07,0.0,0.0,1.0,18.1,49.0,7.3,3.2,68.0,-83.51915,9.999997E-16,17.8
2024-03-02,2200,62,0.05,0.0,0.0,1.0,17.1,52.0,7.2,2.1,110.0,-87.30693,9.999997E-16,17.8
2024-03-02,2300,62,0.09,0.0,0.0,1.0,17.3,48.0,6.3,4.3,312.0,-86.641846,9.999997E-16,17.7
2024-03-02,2400,62,0.06,0.0,0.0,0.9,16.8,50.0,6.2,3.1,359.0,-79.63037,9.999997E-16,17.6
2024-03-03,100,63,0.05,0.0,0.0,1.0,16.3,51.0,6.2,3.5,356.0,-78.56961,9.999997E-16,17.5
2024-03-03,200,63,0.02,0.0,0.0,1.0,14.0,60.0,6.5,1.8,263.0,-79.01367,9.999997E-16,17.4
2024-03-03,300,63,0.01,0.0,0.0,1.0,12.8,65.0,6.5,1.4,239.0,-76.34961,9.999997E-16,17.3
2024-03-03,400,63,0.01,0.0,0.0,0.9,12.5,65.0,6.1,1.6,192.0,-71.54663,9.999997E-16,17.1
2024-03-03,500,63,0.0,0.0,0.0,0.9,12.1,67.0,6.1,1.1,288.0,-75.00757,9.999997E-16,17.0
2024-03-03,600,63,0.0,0.0,0.0,0.9,10.9,71.0,5.9,1.4,238.0,-60.78125,9.999997E-16,16.8
2024-03-03,700,63,0.02,0.0,36.0,0.9,11.3,70.0,6.1,1.6,199.0,-74.89038,9.999997E-16,16.6
2024-03-03,800,63,0.1,0.0,194.0,1.0,15.1,56.0,6.5,1.2,166.0,-72.0293,9.999997E-16,16.4
2024-03-03,900,63,0.24,0.0,397.0,0.9,17.1,48.0,6.0,1.5,47.0,-68.726074,31.75,16.2
2024-03-03,1000,63,0.38,0.0,587.0,0.9,18.4,43.0,5.7,1.9,97.0,-91.173096,171.90625,16.1
2024-03-03,1100,63,0.48,0.0,748.0,0.9,20.1,40.0,6.0,2.1,142.0,-99.720215,314.34375,16.1
2024-03-03,1200,63,0.54,0.0,751.0,1.1,19.8,47.0,8.2,3.5,131.0,-102.752686,435.75,16.1
2024-03-03,1300,63,0.5,0.0,795.0,1.5,18.8,67.0,12.6,3.3,265.0,-134.00293,598.03125,16.2
2024-03-03,1400,63,0.64,0.0,815.0,1.1,22.5,39.0,7.9,5.1,234.0,-145.57959,648.40625,16.4
2024-03-03,1500,63,0.45,0.0,446.0,1.0,21.3,40.0,7.2,7.1,244.0,-137.2063,617.875,16.6
2024-03-03,1600,63,0.26,0.0,271.0,0.9,20.9,38.0,6.1,4.1,273.0,-129.32666,501.15625,16.8
2024-03-03,1700,63,0.22,0.0,284.0,1.0,20.2,41.0,6.7,4.7,270.0,-120.79329,439.125,17.0
2024-03-03,1800,63,0.07,0.0,24.0,0.9,18.6,41.0,5.2,4.6,268.0,-118.42413,298.875,17.1
2024-03-03,1900,63,0.01,0.0,0.0,0.8,17.1,43.0,4.5,2.2,313.0,-109.396774,154.96875,17.2
2024-03-03,2000,63,0.0,0.0,0.0,0.9,15.6,50.0,5.2,2.0,351.0,-106.08963,20.578125,17.1
2024-03-03,2100,63,0.0,0.0,0.0,0.9,14.8,54.0,5.5,1.5,299.0,-92.45532,9.999997E-16,17.0
2024-03-03,2200,63,0.0,0.0,0.0,0.9,14.1,55.0,5.2,2.0,325.0,-101.8855,9.999997E-16,16.9
2024-03-03,2300,63,0.0,0.0,0.0,0.9,13.5,56.0,5.0,2.0,283.0,-97.77783,9.999997E-16,16.7
2024-03-03,2400,63,0.0,0.0,0.0,0.9,12.3,60.0,4.9,1.6,284.0,-102.80713,9.999997E-16,16.5
2024-03-04,100,64,0.01,0.0,0.0,0.9,10.9,66.0,4.8,1.6,221.0,-98.66399,9.999997E-16,16.3
2024-03-04,200,64,0.0,0.0,0.0,0.9,10.1,71.0,5.0,1.0,248.0,-97.28882,9.999997E-16,16.1
2024-03-04,300,64,0.0,0.0,0.0,0.8,9.7,69.0,4.4,1.2,237.0,-96.84741,9.999997E-16,15.9
2024-03-04,400,64,0.0,0.0,0.0,0.8,8.7,74.0,4.2,1.6,250.0,-91.552246,9.999997E-16,15.8
2024-03-04,500,64,0.0,0.0,0.0,0.8,9.1,69.0,3.9,1.4,227.0,-90.50464,9.999997E-16,15.6
2024-03-04,600,64,0.0,0.0,0.0,0.8,9.2,69.0,3.8,1.7,233.0,-85.77124,9.999997E-16,15.4
2024-03-04,700,64,0.03,0.0,39.0,0.8,9.9,68.0,4.4,1.8,267.0,-81.879395,9.999997E-16,15.2
2024-03-04,800,64,0.1,0.0,203.0,0.9,14.6,55.0,5.7,1.2,322.0,-79.714355,9.999997E-16,15.0
2024-03-04,900,64,0.26,0.0,415.0,0.9,17.1,44.0,4.6,2.1,342.0,-84.936035,42.0,14.8
2024-03-04,1000,64,0.38,0.0,607.0,0.8,18.5,39.0,4.5,1.4,70.0,-108.63501,202.0,14.7
2024-03-04,1100,64,0.48,0.0,753.0,0.9,19.4,38.0,4.7,2.0,156.0,-128.18164,370.39062,14.7
2024-03-04,1200,64,0.55,0.0,833.0,0.8,20.4,34.0,4.1,1.9,121.0,-139.29688,519.4375,14.8
2024-03-04,1300,64,0.55,0.0,844.0,1.0,20.3,41.0,6.8,1.8,47.0,-155.72754,629.40625,14.9
2024-03-04,1400,64,0.46,0.0,789.0,1.4,17.1,71.0,11.8,1.8,158.0,-164.35767,676.75,15.1
2024-03-04,1500,64,0.45,0.0,677.0,0.8,22.6,31.0,4.5,1.9,142.0,-169.39429,668.6875,15.3
2024-03-04,1600,64,0.28,0.0,488.0,0.9,23.1,31.0,5.1,1.2,297.0,-168.39258,608.0,15.6
2024-03-04,1700,64,0.13,0.0,196.0,0.9,22.5,32.0,5.1,1.1,116.0,-161.7168,490.96875,16.0
2024-03-04,1800,64,0.08,0.0,51.0,1.0,21.1,39.0,6.6,1.5,97.0,-150.00958,339.01562,16.3
2024-03-04,1900,64,0.02,0.0,0.0,1.0,18.4,48.0,7.3,1.1,337.0,-133.3388,162.1875,16.5
2024-03-04,2000,64,0.03,0.0,0.0,1.0,16.8,54.0,7.4,2.1,315.0,-106.94876,20.953125,16.7
2024-03-04,2100,64,0.02,0.0,0.0,1.0,15.9,57.0,7.4,2.0,318.0,-94.6189,9.999997E-16,16.7
2024-03-04,2200,64,0.01,0.0,0.0,1.1,14.0,67.0,7.9,1.5,294.0,-94.41504,9.999997E-16,16.7
2024-03-04,2300,64,0.01,0.0,0.0,1.1,14.0,68.0,8.2,1.9,291.0,-95.36841,9.999997E-16,16.6
2024-03-04,2400,64,0.0,0.0,0.0,1.1,13.2,73.0,8.4,1.7,283.0,-91.66748,9.999997E-16,16.4
2024-03-05,100,65,0.01,0.0,0.0,1.1,13.4,70.0,8.0,2.0,297.0,-87.32153,9.999997E-16,16.3
2024-03-05,200,65,0.01,0.0,0.0,1.1,12.8,71.0,7.8,2.0,291.0,-77.07617,9.999997E-16,16.1
2024-03-05,300,65,0.01,0.0,0.0,1.1,12.2,74.0,7.7,2.1,292.0,-77.33252,9.999997E-16,16.0
2024-03-05,400,65,0.01,0.0,0.0,1.0,12.0,74.0,7.5,2.2,293.0,-80.125,9.999997E-16,15.9
2024-03-05,500,65,0.0,0.0,0.0,1.0,11.8,74.0,7.3,1.9,294.0,-79.85718,9.999997E-16,15.7
2024-03-05,600,65,0.0,0.0,0.0,1.0,11.1,78.0,7.5,1.4,280.0,-78.36499,9.999997E-16,15.6
2024-03-05,700,65,0.01,0.0,34.0,1.0,10.7,80.0,7.4,1.6,286.0,-77.28784,9.999997E-16,15.4
2024-03-05,800,65,0.1,0.0,186.0,1.1,14.2,66.0,8.0,1.6,313.0,-76.41382,9.999997E-16,15.3
2024-03-05,900,65,0.24,0.0,424.0,1.1,16.5,57.0,8.0,1.7,347.0,-77.20776,40.65625,15.2
2024-03-05,1000,65,0.37,0.0,618.0,1.1,18.8,49.0,7.9,1.0,107.0,-103.06714,196.90625,15.1
2024-03-05,1100,65,0.47,0.0,758.0,1.1,20.6,44.0,7.8,1.4,55.0,-127.49634,376.20312,15.1
2024-03-05,1200,65,0.57,0.0,844.0,1.0,22.4,36.0,6.6,1.7,91.0,-150.92896,525.9375,15.1
2024-03-05,1300,65,0.61,0.0,853.0,0.9,23.6,30.0,5.1,2.2,133.0,-167.33301,629.1875,15.3
2024-03-05,1400,65,0.58,0.0,794.0,0.9,23.7,30.0,5.3,2.8,106.0,-178.66846,680.53125,15.5
2024-03-05,1500,65,0.48,0.0,673.0,0.9,23.6,30.0,5.0,2.8,127.0,-185.44775,673.46875,15.7
2024-03-05,1600,65,0.33,0.0,504.0,0.9,23.6,31.0,5.5,2.3,118.0,-186.08472,611.8125,16.0
2024-03-05,1700,65,0.16,0.0,275.0,1.0,23.0,36.0,7.1,2.1,117.0,-179.47559,497.6875,16.4
2024-03-05,1800,65,0.02,0.0,41.0,1.2,20.8,47.0,9.1,1.5,151.0,-164.91179,336.82812,16.7
2024-03-05,1900,65,0.0,0.0,0.0,1.2,18.4,54.0,9.0,1.4,270.0,-142.2627,158.29688,16.9
2024-03-05,2000,65,0.0,0.0,0.0,1.1,16.6,61.0,9.0,1.8,291.0,-107.31479,22.09375,17.1
2024-03-05,2100,65,0.02,0.0,0.0,1.0,18.1,50.0,7.4,3.2,313.0,-87.39307,9.999997E-16,17.1
2024-03-05,2200,65,0.01,0.0,0.0,1.0,17.2,53.0,7.5,2.7,312.0,-81.8833,9.999997E-16,17.1
2024-03-05,2300,65,0.0,0.0,0.0,1.1,16.3,57.0,7.7,2.9,318.0,-82.32739,9.999997E-16,17.0
2024-03-05,2400,65,0.0,0.0,0.0,1.1,15.5,63.0,8.4,3.1,318.0,-85.27855,9.999997E-16,16.9
2024-03-06,100,66,0.03,0.0,0.0,1.1,15.2,64.0,8.4,2.6,307.0,-83.911865,9.999997E-16,16.8
2024-03-06,200,66,0.03,0.0,0.0,1.1,14.5,67.0,8.4,2.7,296.0,-86.38208,9.999997E-16,16.7
2024-03-06,300,66,0.03,0.0,0.0,1.1,14.4,66.0,8.1,2.8,306.0,-82.32666,9.999997E-16,16.6
2024-03-06,400,66,0.02,0.0,0.0,1.1,13.2,70.0,7.8,2.2,294.0,-87.77368,9.999997E-16,16.5
2024-03-06,500,66,0.03,0.0,0.0,1.0,13.3,67.0,7.2,2.4,303.0,-78.60449,9.999997E-16,16.4
2024-03-06,600,66,0.02,0.0,0.0,1.0,13.2,66.0,6.9,2.2,302.0,-78.79932,9.999997E-16,16.3
2024-03-06,700,66,0.03,0.0,27.0,1.0,12.4,70.0,7.1,1.6,290.0,-74.6416,9.999997E-16,16.1
2024-03-06,800,66,0.07,0.0,132.0,1.1,14.1,66.0,7.7,1.1,315.0,-75.07837,9.999997E-16,16.0
2024-03-06,900,66,0.19,0.0,304.0,1.0,16.0,57.0,7.5,2.1,327.0,-82.8667,43.265625,15.9
2024-03-06,1000,66,0.37,0.0,602.0,1.0,18.3,48.0,7.1,1.5,120.0,-115.25366,203.5625,15.8
2024-03-06,1100,66,0.49,0.0,761.0,1.0,20.1,41.0,6.5,2.1,137.0,-133.50244,369.9375,15.8
2024-03-06,1200,66,0.52,0.0,742.0,0.9,21.2,35.0,5.1,1.6,92.0,-149.52563,522.1875,15.8
2024-03-06,1300,66,0.61,0.0,866.0,0.8,22.2,29.0,3.2,2.2,108.0,-165.21826,626.125,15.9
2024-03-06,1400,66,0.56,0.0,797.0,0.7,22.7,27.0,2.7,2.3,112.0,-173.90527,677.84375,16.1
2024-03-06,1500,66,0.31,0.0,395.0,0.8,21.9,31.0,3.9,2.3,119.0,-181.82251,674.34375,16.3
2024-03-06,1600,66,0.15,0.0,180.0,0.9,21.3,37.0,6.1,1.9,151.0,-182.7456,614.15625,16.6
2024-03-06,1700,66,0.23,0.0,53.0,0.9,20.2,39.0,5.8,7.8,267.0,-169.42847,490.25,16.9
2024-03-06,1800,66,0.17,0.0,4.0,0.9,19.5,38.0,4.7,6.7,256.0,-157.07654,331.875,17.2
2024-03-06,1900,66,0.09,0.0,0.0,1.0,17.2,52.0,7.4,4.4,266.0,-132.82521,163.59375,17.3
2024-03-06,2000,66,0.03,0.0,0.0,1.2,14.8,73.0,9.9,2.9,307.0,-108.49162,21.875,17.4
2024-03-06,2100,66,0.02,0.0,0.0,1.2,14.4,75.0,10.1,1.8,321.0,-92.4357,9.999997E-16,17.5
2024-03-06,2200,66,0.02,0.0,0.0,1.2,14.5,70.0,9.2,1.7,312.0,-77.820175,9.999997E-16,17.4
2024-03-06,2300,66,0.01,0.0,0.0,1.2,13.7,74.0,9.2,1.4,310.0,-61.01793,9.999997E-16,17.3
2024-03-06,2400,66,0.0,0.0,0.0,1.2,13.0,83.0,10.2,1.2,224.0,-60.52954,9.999997E-16,17.2
2024-03-07,100,67,0.0,0.0,0.0,1.2,13.0,79.0,9.3,1.5,269.0,-59.14966,9.999997E-16,17.1
2024-03-07,200,67,0.01,0.0,0.0,1.2,13.5,76.0,9.3,1.5,2.0,-65.24902,9.999997E-16,16.9
2024-03-07,300,67,0.0,0.0,0.0,1.2,12.4,82.0,9.4,1.6,258.0,-67.19507,9.999997E-16,16.8
2024-03-07,400,67,0.0,0.0,0.0,1.1,11.8,81.0,8.7,1.1,286.0,-60.811035,9.999997E-16,16.7
2024-03-07,500,67,0.0,0.0,0.0,1.1,11.1,82.0,8.2,1.5,256.0,-72.875244,9.999997E-16,16.5
2024-03-07,600,67,0.0,0.0,0.0,1.1,11.4,81.0,8.2,1.6,271.0,-52.76172,9.999997E-16,16.4
2024-03-07,700,67,0.01,0.0,28.0,1.2,12.2,81.0,9.1,1.0,270.0,-61.668213,9.999997E-16,16.3
2024-03-07,800,67,0.08,0.0,151.0,1.1,14.2,67.0,8.1,1.2,329.0,-60.24341,9.999997E-16,16.1
2024-03-07,900,67,0.26,0.0,434.0,1.1,16.3,58.0,8.0,2.5,346.0,-66.43921,46.125,16.0
2024-03-07,1000,67,0.38,0.0,621.0,1.0,17.7,51.0,7.5,1.6,15.0,-95.1814,203.25,15.9
2024-03-07,1100,67,0.47,0.0,762.0,1.0,19.2,45.0,6.9,1.6,140.0,-109.829834,331.28125,15.9
2024-03-07,1200,67,0.56,0.0,842.0,1.0,20.4,40.0,6.4,2.1,128.0,-103.62207,435.25,16.0
2024-03-07,1300,67,0.58,0.0,855.0,1.0,21.2,38.0,6.4,2.3,39.0,-139.6709,611.71875,16.0
2024-03-07,1400,67,0.53,0.0,803.0,1.0,21.7,37.0,6.6,1.7,182.0,-134.56519,613.34375,16.2
2024-03-07,1500,67,0.44,0.0,681.0,1.0,22.2,37.0,6.8,1.6,95.0,-136.35132,557.65625,16.3
2024-03-07,1600,67,0.27,0.0,379.0,1.0,22.6,36.0,6.9,1.7,329.0,-122.47052,505.45312,16.6
2024-03-07,1700,67,0.15,0.0,112.0,1.0,21.3,39.0,6.9,3.3,344.0,-122.503235,380.0,16.9
2024-03-07,1800,67,0.11,0.0,28.0,1.0,19.6,44.0,6.9,3.6,346.0,-115.90233,257.625,17.2
2024-03-07,1900,67,0.06,0.0,0.0,1.0,18.3,50.0,7.6,2.6,333.0,-102.18941,134.5,17.4
2024-03-07,2000,67,0.11,0.0,0.0,1.0,18.0,51.0,7.6,5.8,331.0,-85.00462,20.296875,17.5
2024-03-07,2100,67,0.1,0.0,0.0,1.0,17.5,52.0,7.5,5.9,319.0,-86.890045,9.999997E-16,17.6
2024-03-07,2200,67,0.06,0.0,0.0,1.1,16.4,58.0,8.3,3.6,312.0,-84.26669,9.999997E-16,17.6
2024-03-07,2300,67,0.02,0.0,0.0,1.1,14.5,67.0,8.4,2.0,330.0,-83.641785,9.999997E-16,17.5
2024-03-07,2400,67,0.03,0.0,0.0,1.0,13.6,67.0,7.6,3.1,321.0,-76.342026,9.999997E-16,17.5
2024-03-08,100,68,0.0,0.0,0.0,1.0,12.9,70.0,7.6,1.8,290.0,-75.48291,9.999997E-16,17.4
2024-03-08,200,68,0.0,0.0,0.0,1.1,12.1,75.0,7.8,1.6,301.0,-80.82568,9.999997E-16,17.3
2024-03-08,300,68,0.0,0.0,0.0,1.0,11.7,74.0,7.2,1.4,293.0,-77.94141,9.999997E-16,17.2
2024-03-08,400,68,0.0,0.0,0.0,1.0,10.7,79.0,7.1,1.2,241.0,-78.99097,9.999997E-16,17.1
2024-03-08,500,68,0.0,0.0,0.0,1.0,9.6,83.0,6.9,1.5,277.0,-78.275635,9.999997E-16,16.9
2024-03-08,600,68,0.0,0.0,0.0,1.0,9.8,81.0,6.6,1.2,271.0,-75.937256,9.999997E-16,16.8
2024-03-08,700,68,0.02,0.0,48.0,1.0,10.3,79.0,6.9,1.2,286.0,-71.93091,9.999997E-16,16.6
2024-03-08,800,68,0.12,0.0,220.0,1.0,13.9,65.0,7.3,1.9,323.0,-73.40991,9.999997E-16,16.5
2024-03-08,900,68,0.27,0.0,435.0,1.1,16.9,55.0,7.8,2.3,336.0,-79.71826,49.0,16.3
2024-03-08,1000,68,0.49,0.0,628.0,0.9,21.4,34.0,4.9,4.0,332.0,-94.63843,208.71875,16.2
2024-03-08,1100,68,0.61,0.0,772.0,0.8,22.4,29.0,3.5,4.8,325.0,-124.49902,384.39062,16.2
2024-03-08,1200,68,0.67,0.0,855.0,0.8,23.1,27.0,3.3,4.0,332.0,-143.19385,527.40625,16.2
2024-03-08,1300,68,0.67,0.0,872.0,0.7,24.1,23.0,1.8,3.2,322.0,-156.6687,627.46875,16.3
2024-03-08,1400,68,0.63,0.0,825.0,0.7,24.6,22.0,1.7,3.0,305.0,-167.92651,677.84375,16.4
2024-03-08,1500,68,0.54,0.0,706.0,0.7,25.1,20.0,0.9,3.0,351.0,-174.7185,672.8125,16.6
2024-03-08,1600,68,0.39,0.0,529.0,0.6,25.1,19.0,-0.3,3.0,343.0,-172.98218,609.0156,16.8
2024-03-08,1700,68,0.22,0.0,300.0,0.6,24.6,19.0,-0.3,3.0,345.0,-167.70966,500.60938,17.0
2024-03-08,1800,68,0.06,0.0,51.0,0.8,21.4,30.0,3.0,2.0,299.0,-159.40945,351.625,17.3
2024-03-08,1900,68,0.02,0.0,0.0,0.8,18.9,35.0,3.0,2.0,287.0,-144.77275,175.73438,17.5
2024-03-08,2000,68,0.0,0.0,0.0,0.8,16.3,42.0,3.4,1.8,279.0,-121.77339,26.5625,17.7
2024-03-08,2100,68,0.01,0.0,0.0,0.7,15.6,41.0,2.6,2.2,275.0,-108.03876,9.999997E-16,17.7
2024-03-08,2200,68,0.03,0.0,0.0,0.7,16.7,34.0,0.9,2.7,260.0,-104.75304,9.999997E-16,17.7
2024-03-08,2300,68,0.04,0.0,0.0,0.6,17.3,31.0,-0.2,3.3,265.0,-100.23854,9.999997E-16,17.6
2024-03-08,2400,68,0.02,0.0,0.0,0.6,15.1,36.0,0.1,2.2,313.0,-97.09326,9.999997E-16,17.5
2024-03-09,100,69,0.05,0.0,0.0,0.7,15.0,38.0,0.9,2.5,309.0,-88.22168,9.999997E-16,17.4
2024-03-09,200,69,0.03,0.0,0.0,0.7,13.3,45.0,1.7,1.9,323.0,-85.98706,9.999997E-16,17.3
2024-03-09,300,69,0.02,0.0,0.0,0.8,11.7,55.0,3.0,2.1,316.0,-83.67944,9.999997E-16,17.2
2024-03-09,400,69,0.02,0.0,0.0,0.8,11.2,60.0,3.9,2.3,307.0,-81.204346,9.999997E-16,17.0
2024-03-09,500,69,0.01,0.0,0.0,0.8,11.3,60.0,3.9,2.2,302.0,-79.30054,9.999997E-16,16.9
2024-03-09,600,69,0.01,0.0,0.0,0.8,10.5,62.0,3.6,2.1,328.0,-79.10254,9.999997E-16,16.7
2024-03-09,700,69,0.03,0.0,52.0,0.8,9.8,65.0,3.5,1.3,316.0,-77.94458,9.999997E-16,16.6
2024-03-09,800,69,0.13,0.0,239.0,0.8,13.1,53.0,3.6,1.6,327.0,-77.4397,9.999997E-16,16.4
2024-03-09,900,69,0.28,0.0,467.0,0.7,17.8,35.0,2.0,1.3,316.0,-82.93213,53.75,16.3
2024-03-09,1000,69,0.4,0.0,669.0,0.6,21.1,25.0,0.1,1.1,65.0,-114.00586,219.89062,16.2
2024-03-09,1100,69,0.51,0.0,690.0,0.6,22.3,22.0,-0.4,2.0,110.0,-145.72192,392.625,16.1
2024-03-09,1200,69,0.6,0.0,779.0,0.6,22.9,22.0,0.3,2.5,109.0,-171.08545,549.5,16.1
2024-03-09,1300,69,0.68,0.0,905.0,0.6,23.9,20.0,-0.6,2.7,123.0,-186.83496,655.46875,16.3
2024-03-09,1400,69,0.58,0.0,802.0,0.5,24.4,17.0,-2.5,2.4,97.0,-197.26172,705.71875,16.4
2024-03-09,1500,69,0.5,0.0,693.0,0.5,24.6,17.0,-1.9,2.4,103.0,-202.71924,698.96875,16.7
2024-03-09,1600,69,0.36,0.0,511.0,0.6,24.2,19.0,-0.9,2.7,118.0,-202.03345,634.4375,17.0
2024-03-09,1700,69,0.21,0.0,243.0,0.7,23.0,25.0,1.7,2.7,120.0,-196.15895,523.59375,17.3
2024-03-09,1800,69,0.08,0.0,50.0,0.7,20.6,29.0,2.1,1.8,144.0,-181.01402,362.96875,17.6
2024-03-09,1900,69,0.02,0.0,0.0,0.7,18.3,35.0,2.4,1.0,204.0,-161.75691,181.95312,17.8
2024-03-09,2000,69,0.01,0.0,0.0,0.9,17.2,45.0,5.1,1.1,200.0,-125.601776,28.125,18.0
2024-03-09,2100,69,0.01,0.0,0.0,1.0,16.0,53.0,6.4,1.3,214.0,-105.892426,9.999997E-16,18.0
2024-03-09,2200,69,0.01,0.0,0.0,0.9,14.7,56.0,6.1,1.4,221.0,-100.24667,9.999997E-16,18.0
2024-03-09,2300,69,0.01,0.0,0.0,0.8,13.8,49.0,3.1,1.1,238.0,-95.29498,9.999997E-16,18.0
2024-03-09,2400,69,0.03,0.0,0.0,0.7,13.3,48.0,2.4,2.5,293.0,-91.56348,9.999997E-16,17.9
