time,Hour (UST),ETo (mm),Rain,Sol Rad (W/sq.m),Vap Pres (kPa),AirTemp,RelHum,Dew Point (C),WindSpeed,Wind Dir (0-360),ShortWave,LongWave
2024-03-01,800,0.01,0.0,0.0,1.1,13.4,71.0,8.1,1.9,295.0,9.999997E-16,85.23291
2024-03-01,900,0.0,0.0,0.0,1.1,12.0,75.0,7.8,1.7,276.0,9.999997E-16,85.551025
2024-03-01,1000,0.0,0.0,0.0,1.0,11.5,75.0,7.3,1.8,288.0,9.999997E-16,85.66748
2024-03-01,1100,0.0,0.0,0.0,1.0,11.0,77.0,7.1,1.7,275.0,9.999997E-16,86.71362
2024-03-01,1200,0.01,0.0,0.0,1.0,12.1,71.0,6.9,2.0,293.0,9.999997E-16,85.63745
2024-03-01,1300,0.01,0.0,0.0,1.0,11.2,74.0,6.7,2.0,286.0,9.999997E-16,88.91431
2024-03-01,1400,0.03,0.0,33.0,1.0,11.7,71.0,6.6,1.8,284.0,9.999997E-16,86.89307
2024-03-01,1500,0.09,0.0,170.0,1.0,15.0,59.0,7.1,1.6,320.0,35.515625,85.69873
2024-03-01,1600,0.24,0.0,402.0,1.0,17.2,51.0,7.1,1.6,23.0,191.78125,107.19238
2024-03-01,1700,0.36,0.0,591.0,1.0,18.8,47.0,7.3,1.3,89.0,366.10938,127.43408
2024-03-01,1800,0.48,0.0,738.0,1.0,20.3,41.0,6.8,2.4,133.0,513.9375,144.85132
2024-03-01,1900,0.54,0.0,820.0,0.9,21.5,36.0,5.6,1.8,105.0,611.6875,161.82349
2024-03-01,2000,0.56,0.0,828.0,1.0,22.6,35.0,6.4,1.7,132.0,663.21875,173.625
2024-03-01,2100,0.52,0.0,773.0,0.9,23.6,32.0,5.8,1.7,56.0,659.65625,179.18164
2024-03-01,2200,0.45,0.0,653.0,1.0,23.6,34.0,6.9,2.4,120.0,599.71875,180.66699
2024-03-01,2300,0.31,0.0,482.0,1.0,23.0,37.0,7.5,2.4,113.0,485.1875,175.98102
2024-03-02,0,0.15,0.0,263.0,1.0,22.5,37.0,7.1,2.3,121.0,332.90625,162.50246
2024-03-02,100,0.02,0.0,38.0,1.1,20.4,45.0,8.0,1.2,138.0,158.3125,143.42793
2024-03-02,200,0.0,0.0,0.0,1.1,18.1,51.0,7.7,1.8,313.0,19.140625,118.47818
2024-03-02,300,0.0,0.0,0.0,1.0,17.4,51.0,7.1,1.3,15.0,9.999997E-16,108.31058
2024-03-02,400,0.0,0.0,0.0,1.0,15.7,58.0,7.4,1.6,192.0,9.999997E-16,106.846924
2024-03-02,500,0.03,0.0,0.0,1.0,17.2,50.0,6.6,3.6,342.0,9.999997E-16,101.34204
2024-03-02,600,0.0,0.0,0.0,1.0,16.6,51.0,6.5,2.1,56.0,9.999997E-16,101.46997
2024-03-02,700,0.0,0.0,0.0,1.0,15.0,58.0,6.8,1.6,167.0,9.999997E-16,98.260025
2024-03-02,800,0.03,0.0,0.0,1.0,14.3,60.0,6.7,1.5,170.0,9.999997E-16,98.088135
2024-03-02,900,0.03,0.0,0.0,1.0,14.9,58.0,6.8,1.5,150.0,9.999997E-16,98.84302
2024-03-02,1000,0.03,0.0,0.0,1.0,13.9,62.0,6.8,2.1,138.0,9.999997E-16,99.768555
2024-03-02,1100,0.03,0.0,0.0,1.0,13.9,66.0,7.6,1.9,137.0,9.999997E-16,91.118164
2024-03-02,1200,0.03,0.0,0.0,1.1,14.2,66.0,8.1,2.3,136.0,9.999997E-16,88.697266
2024-03-02,1300,0.02,0.0,0.0,1.1,13.9,68.0,8.1,1.9,88.0,9.999997E-16,86.170654
2024-03-02,1400,0.03,0.0,27.0,1.1,13.8,69.0,8.3,1.6,306.0,9.999997E-16,74.66748
2024-03-02,1500,0.07,0.0,104.0,1.2,15.1,68.0,9.3,2.2,308.0,32.21875,74.16699
2024-03-02,1600,0.26,0.0,459.0,1.2,18.5,58.0,10.1,2.1,25.0,160.21875,83.99878
2024-03-02,1700,0.39,0.0,581.0,1.2,20.9,50.0,10.2,2.2,94.0,284.89062,91.107666
2024-03-02,1800,0.53,0.0,731.0,1.2,22.0,45.0,9.7,3.9,60.0,378.875,103.48877
2024-03-02,1900,0.5,0.0,525.0,1.1,21.8,42.0,8.5,7.0,208.0,516.59375,116.22803
2024-03-02,2000,0.81,0.0,887.0,1.0,22.7,37.0,7.2,8.8,221.0,608.125,129.13403
2024-03-02,2100,0.71,0.0,880.0,1.0,23.8,35.0,7.4,5.1,263.0,561.6875,127.46875
2024-03-02,2200,0.61,0.0,785.0,1.1,23.7,36.0,7.7,4.4,295.0,441.6875,102.416016
2024-03-02,2300,0.35,0.0,494.0,1.0,23.1,36.0,7.4,3.4,37.0,446.3125,116.898865
2024-03-03,0,0.14,0.0,117.0,1.0,21.8,38.0,6.8,2.6,40.0,278.85938,106.3638
2024-03-03,100,0.08,0.0,29.0,1.0,20.1,44.0,7.6,2.1,359.0,147.64062,105.94862
2024-03-03,200,0.07,0.0,0.0,1.1,19.3,47.0,7.7,2.7,5.0,18.28125,93.79663
2024-03-03,300,0.06,0.0,0.0,1.0,18.7,48.0,7.6,2.5,38.0,9.999997E-16,83.51915
2024-03-03,400,0.07,0.0,0.0,1.0,18.1,49.0,7.3,3.2,68.0,9.999997E-16,87.30693
2024-03-03,500,0.05,0.0,0.0,1.0,17.1,52.0,7.2,2.1,110.0,9.999997E-16,86.641846
2024-03-03,600,0.09,0.0,0.0,1.0,17.3,48.0,6.3,4.3,312.0,9.999997E-16,79.63037
2024-03-03,700,0.06,0.0,0.0,0.9,16.8,50.0,6.2,3.1,359.0,9.999997E-16,78.56961
2024-03-03,800,0.05,0.0,0.0,1.0,16.3,51.0,6.2,3.5,356.0,9.999997E-16,79.01367
2024-03-03,900,0.02,0.0,0.0,1.0,14.0,60.0,6.5,1.8,263.0,9.999997E-16,76.34961
2024-03-03,1000,0.01,0.0,0.0,1.0,12.8,65.0,6.5,1.4,239.0,9.999997E-16,71.54663
2024-03-03,1100,0.01,0.0,0.0,0.9,12.5,65.0,6.1,1.6,192.0,9.999997E-16,75.00757
2024-03-03,1200,0.0,0.0,0.0,0.9,12.1,67.0,6.1,1.1,288.0,9.999997E-16,60.78125
2024-03-03,1300,0.0,0.0,0.0,0.9,10.9,71.0,5.9,1.4,238.0,9.999997E-16,74.89038
2024-03-03,1400,0.02,0.0,36.0,0.9,11.3,70.0,6.1,1.6,199.0,9.999997E-16,72.0293
2024-03-03,1500,0.1,0.0,194.0,1.0,15.1,56.0,6.5,1.2,166.0,31.75,68.726074
2024-03-03,1600,0.24,0.0,397.0,0.9,17.1,48.0,6.0,1.5,47.0,171.90625,91.173096
2024-03-03,1700,0.38,0.0,587.0,0.9,18.4,43.0,5.7,1.9,97.0,314.34375,99.720215
2024-03-03,1800,0.48,0.0,748.0,0.9,20.1,40.0,6.0,2.1,142.0,435.75,102.752686
2024-03-03,1900,0.54,0.0,751.0,1.1,19.8,47.0,8.2,3.5,131.0,598.03125,134.00293
2024-03-03,2000,0.5,0.0,795.0,1.5,18.8,67.0,12.6,3.3,265.0,648.40625,145.57959
2024-03-03,2100,0.64,0.0,815.0,1.1,22.5,39.0,7.9,5.1,234.0,617.875,137.2063
2024-03-03,2200,0.45,0.0,446.0,1.0,21.3,40.0,7.2,7.1,244.0,501.15625,129.32666
2024-03-03,2300,0.26,0.0,271.0,0.9,20.9,38.0,6.1,4.1,273.0,439.125,120.79329
2024-03-04,0,0.22,0.0,284.0,1.0,20.2,41.0,6.7,4.7,270.0,298.875,118.42413
2024-03-04,100,0.07,0.0,24.0,0.9,18.6,41.0,5.2,4.6,268.0,154.96875,109.396774
2024-03-04,200,0.01,0.0,0.0,0.8,17.1,43.0,4.5,2.2,313.0,20.578125,106.08963
2024-03-04,300,0.0,0.0,0.0,0.9,15.6,50.0,5.2,2.0,351.0,9.999997E-16,92.45532
2024-03-04,400,0.0,0.0,0.0,0.9,14.8,54.0,5.5,1.5,299.0,9.999997E-16,101.8855
2024-03-04,500,0.0,0.0,0.0,0.9,14.1,55.0,5.2,2.0,325.0,9.999997E-16,97.77783
2024-03-04,600,0.0,0.0,0.0,0.9,13.5,56.0,5.0,2.0,283.0,9.999997E-16,102.80713
2024-03-04,700,0.0,0.0,0.0,0.9,12.3,60.0,4.9,1.6,284.0,9.999997E-16,98.66399
2024-03-04,800,0.01,0.0,0.0,0.9,10.9,66.0,4.8,1.6,221.0,9.999997E-16,97.28882
2024-03-04,900,0.0,0.0,0.0,0.9,10.1,71.0,5.0,1.0,248.0,9.999997E-16,96.84741
2024-03-04,1000,0.0,0.0,0.0,0.8,9.7,69.0,4.4,1.2,237.0,9.999997E-16,91.552246
2024-03-04,1100,0.0,0.0,0.0,0.8,8.7,74.0,4.2,1.6,250.0,9.999997E-16,90.50464
2024-03-04,1200,0.0,0.0,0.0,0.8,9.1,69.0,3.9,1.4,227.0,9.999997E-16,85.77124
2024-03-04,1300,0.0,0.0,0.0,0.8,9.2,69.0,3.8,1.7,233.0,9.999997E-16,81.879395
2024-03-04,1400,0.03,0.0,39.0,0.8,9.9,68.0,4.4,1.8,267.0,9.999997E-16,79.714355
2024-03-04,1500,0.1,0.0,203.0,0.9,14.6,55.0,5.7,1.2,322.0,42.0,84.936035
2024-03-04,1600,0.26,0.0,415.0,0.9,17.1,44.0,4.6,2.1,342.0,202.0,108.63501
2024-03-04,1700,0.38,0.0,607.0,0.8,18.5,39.0,4.5,1.4,70.0,370.39062,128.18164
2024-03-04,1800,0.48,0.0,753.0,0.9,19.4,38.0,4.7,2.0,156.0,519.4375,139.29688
2024-03-04,1900,0.55,0.0,833.0,0.8,20.4,34.0,4.1,1.9,121.0,629.40625,155.72754
2024-03-04,2000,0.55,0.0,844.0,1.0,20.3,41.0,6.8,1.8,47.0,676.75,164.35767
2024-03-04,2100,0.46,0.0,789.0,1.4,17.1,71.0,11.8,1.8,158.0,668.6875,169.39429
2024-03-04,2200,0.45,0.0,677.0,0.8,22.6,31.0,4.5,1.9,142.0,608.0,168.39258
2024-03-04,2300,0.28,0.0,488.0,0.9,23.1,31.0,5.1,1.2,297.0,490.96875,161.7168
2024-03-05,0,0.13,0.0,196.0,0.9,22.5,32.0,5.1,1.1,116.0,339.01562,150.00958
2024-03-05,100,0.08,0.0,51.0,1.0,21.1,39.0,6.6,1.5,97.0,162.1875,133.3388
2024-03-05,200,0.02,0.0,0.0,1.0,18.4,48.0,7.3,1.1,337.0,20.953125,106.94876
2024-03-05,300,0.03,0.0,0.0,1.0,16.8,54.0,7.4,2.1,315.0,9.999997E-16,94.6189
2024-03-05,400,0.02,0.0,0.0,1.0,15.9,57.0,7.4,2.0,318.0,9.999997E-16,94.41504
2024-03-05,500,0.01,0.0,0.0,1.1,14.0,67.0,7.9,1.5,294.0,9.999997E-16,95.36841
2024-03-05,600,0.01,0.0,0.0,1.1,14.0,68.0,8.2,1.9,291.0,9.999997E-16,91.66748
2024-03-05,700,0.0,0.0,0.0,1.1,13.2,73.0,8.4,1.7,283.0,9.999997E-16,87.32153
2024-03-05,800,0.01,0.0,0.0,1.1,13.4,70.0,8.0,2.0,297.0,9.999997E-16,77.07617
2024-03-05,900,0.01,0.0,0.0,1.1,12.8,71.0,7.8,2.0,291.0,9.999997E-16,77.33252
2024-03-05,1000,0.01,0.0,0.0,1.1,12.2,74.0,7.7,2.1,292.0,9.999997E-16,80.125
2024-03-05,1100,0.01,0.0,0.0,1.0,12.0,74.0,7.5,2.2,293.0,9.999997E-16,79.85718
2024-03-05,1200,0.0,0.0,0.0,1.0,11.8,74.0,7.3,1.9,294.0,9.999997E-16,78.36499
2024-03-05,1300,0.0,0.0,0.0,1.0,11.1,78.0,7.5,1.4,280.0,9.999997E-16,77.28784
2024-03-05,1400,0.01,0.0,34.0,1.0,10.7,80.0,7.4,1.6,286.0,9.999997E-16,76.41382
2024-03-05,1500,0.1,0.0,186.0,1.1,14.2,66.0,8.0,1.6,313.0,40.65625,77.20776
2024-03-05,1600,0.24,0.0,424.0,1.1,16.5,57.0,8.0,1.7,347.0,196.90625,103.06714
2024-03-05,1700,0.37,0.0,618.0,1.1,18.8,49.0,7.9,1.0,107.0,376.20312,127.49634
2024-03-05,1800,0.47,0.0,758.0,1.1,20.6,44.0,7.8,1.4,55.0,525.9375,150.92896
2024-03-05,1900,0.57,0.0,844.0,1.0,22.4,36.0,6.6,1.7,91.0,629.1875,167.33301
2024-03-05,2000,0.61,0.0,853.0,0.9,23.6,30.0,5.1,2.2,133.0,680.53125,178.66846
2024-03-05,2100,0.58,0.0,794.0,0.9,23.7,30.0,5.3,2.8,106.0,673.46875,185.44775
2024-03-05,2200,0.48,0.0,673.0,0.9,23.6,30.0,5.0,2.8,127.0,611.8125,186.08472
2024-03-05,2300,0.33,0.0,504.0,0.9,23.6,31.0,5.5,2.3,118.0,497.6875,179.47559
2024-03-06,0,0.16,0.0,275.0,1.0,23.0,36.0,7.1,2.1,117.0,336.82812,164.91179
2024-03-06,100,0.02,0.0,41.0,1.2,20.8,47.0,9.1,1.5,151.0,158.29688,142.2627
2024-03-06,200,0.0,0.0,0.0,1.2,18.4,54.0,9.0,1.4,270.0,22.09375,107.31479
2024-03-06,300,0.0,0.0,0.0,1.1,16.6,61.0,9.0,1.8,291.0,9.999997E-16,87.39307
2024-03-06,400,0.02,0.0,0.0,1.0,18.1,50.0,7.4,3.2,313.0,9.999997E-16,81.8833
2024-03-06,500,0.01,0.0,0.0,1.0,17.2,53.0,7.5,2.7,312.0,9.999997E-16,82.32739
2024-03-06,600,0.0,0.0,0.0,1.1,16.3,57.0,7.7,2.9,318.0,9.999997E-16,85.27855
2024-03-06,700,0.0,0.0,0.0,1.1,15.5,63.0,8.4,3.1,318.0,9.999997E-16,83.911865
2024-03-06,800,0.03,0.0,0.0,1.1,15.2,64.0,8.4,2.6,307.0,9.999997E-16,86.38208
2024-03-06,900,0.03,0.0,0.0,1.1,14.5,67.0,8.4,2.7,296.0,9.999997E-16,82.32666
2024-03-06,1000,0.03,0.0,0.0,1.1,14.4,66.0,8.1,2.8,306.0,9.999997E-16,87.77368
2024-03-06,1100,0.02,0.0,0.0,1.1,13.2,70.0,7.8,2.2,294.0,9.999997E-16,78.60449
2024-03-06,1200,0.03,0.0,0.0,1.0,13.3,67.0,7.2,2.4,303.0,9.999997E-16,78.79932
2024-03-06,1300,0.02,0.0,0.0,1.0,13.2,66.0,6.9,2.2,302.0,9.999997E-16,74.6416
2024-03-06,1400,0.03,0.0,27.0,1.0,12.4,70.0,7.1,1.6,290.0,9.999997E-16,75.07837
2024-03-06,1500,0.07,0.0,132.0,1.1,14.1,66.0,7.7,1.1,315.0,43.265625,82.8667
2024-03-06,1600,0.19,0.0,304.0,1.0,16.0,57.0,7.5,2.1,327.0,203.5625,115.25366
2024-03-06,1700,0.37,0.0,602.0,1.0,18.3,48.0,7.1,1.5,120.0,369.9375,133.50244
2024-03-06,1800,0.49,0.0,761.0,1.0,20.1,41.0,6.5,2.1,137.0,522.1875,149.52563
2024-03-06,1900,0.52,0.0,742.0,0.9,21.2,35.0,5.1,1.6,92.0,626.125,165.21826
2024-03-06,2000,0.61,0.0,866.0,0.8,22.2,29.0,3.2,2.2,108.0,677.84375,173.90527
2024-03-06,2100,0.56,0.0,797.0,0.7,22.7,27.0,2.7,2.3,112.0,674.34375,181.82251
2024-03-06,2200,0.31,0.0,395.0,0.8,21.9,31.0,3.9,2.3,119.0,614.15625,182.7456
2024-03-06,2300,0.15,0.0,180.0,0.9,21.3,37.0,6.1,1.9,151.0,490.25,169.42847
2024-03-07,0,0.23,0.0,53.0,0.9,20.2,39.0,5.8,7.8,267.0,331.875,157.07654
2024-03-07,100,0.17,0.0,4.0,0.9,19.5,38.0,4.7,6.7,256.0,163.59375,132.82521
2024-03-07,200,0.09,0.0,0.0,1.0,17.2,52.0,7.4,4.4,266.0,21.875,108.49162
2024-03-07,300,0.03,0.0,0.0,1.2,14.8,73.0,9.9,2.9,307.0,9.999997E-16,92.4357
2024-03-07,400,0.02,0.0,0.0,1.2,14.4,75.0,10.1,1.8,321.0,9.999997E-16,77.820175
2024-03-07,500,0.02,0.0,0.0,1.2,14.5,70.0,9.2,1.7,312.0,9.999997E-16,61.01793
2024-03-07,600,0.01,0.0,0.0,1.2,13.7,74.0,9.2,1.4,310.0,9.999997E-16,60.52954
2024-03-07,700,0.0,0.0,0.0,1.2,13.0,83.0,10.2,1.2,224.0,9.999997E-16,59.14966
2024-03-07,800,0.0,0.0,0.0,1.2,13.0,79.0,9.3,1.5,269.0,9.999997E-16,65.24902
2024-03-07,900,0.01,0.0,0.0,1.2,13.5,76.0,9.3,1.5,2.0,9.999997E-16,67.19507
2024-03-07,1000,0.0,0.0,0.0,1.2,12.4,82.0,9.4,1.6,258.0,9.999997E-16,60.811035
2024-03-07,1100,0.0,0.0,0.0,1.1,11.8,81.0,8.7,1.1,286.0,9.999997E-16,72.875244
2024-03-07,1200,0.0,0.0,0.0,1.1,11.1,82.0,8.2,1.5,256.0,9.999997E-16,52.76172
2024-03-07,1300,0.0,0.0,0.0,1.1,11.4,81.0,8.2,1.6,271.0,9.999997E-16,61.668213
2024-03-07,1400,0.01,0.0,28.0,1.2,12.2,81.0,9.1,1.0,270.0,9.999997E-16,60.24341
2024-03-07,1500,0.08,0.0,151.0,1.1,14.2,67.0,8.1,1.2,329.0,46.125,66.43921
2024-03-07,1600,0.26,0.0,434.0,1.1,16.3,58.0,8.0,2.5,346.0,203.25,95.1814
2024-03-07,1700,0.38,0.0,621.0,1.0,17.7,51.0,7.5,1.6,15.0,331.28125,109.829834
2024-03-07,1800,0.47,0.0,762.0,1.0,19.2,45.0,6.9,1.6,140.0,435.25,103.62207
2024-03-07,1900,0.56,0.0,842.0,1.0,20.4,40.0,6.4,2.1,128.0,611.71875,139.6709
2024-03-07,2000,0.58,0.0,855.0,1.0,21.2,38.0,6.4,2.3,39.0,613.34375,134.56519
2024-03-07,2100,0.53,0.0,803.0,1.0,21.7,37.0,6.6,1.7,182.0,557.65625,136.35132
2024-03-07,2200,0.44,0.0,681.0,1.0,22.2,37.0,6.8,1.6,95.0,505.45312,122.47052
2024-03-07,2300,0.27,0.0,379.0,1.0,22.6,36.0,6.9,1.7,329.0,380.0,122.503235
2024-03-08,0,0.15,0.0,112.0,1.0,21.3,39.0,6.9,3.3,344.0,257.625,115.90233
2024-03-08,100,0.11,0.0,28.0,1.0,19.6,44.0,6.9,3.6,346.0,134.5,102.18941
2024-03-08,200,0.06,0.0,0.0,1.0,18.3,50.0,7.6,2.6,333.0,20.296875,85.00462
2024-03-08,300,0.11,0.0,0.0,1.0,18.0,51.0,7.6,5.8,331.0,9.999997E-16,86.890045
2024-03-08,400,0.1,0.0,0.0,1.0,17.5,52.0,7.5,5.9,319.0,9.999997E-16,84.26669
2024-03-08,500,0.06,0.0,0.0,1.1,16.4,58.0,8.3,3.6,312.0,9.999997E-16,83.641785
2024-03-08,600,0.02,0.0,0.0,1.1,14.5,67.0,8.4,2.0,330.0,9.999997E-16,76.342026
2024-03-08,700,0.03,0.0,0.0,1.0,13.6,67.0,7.6,3.1,321.0,9.999997E-16,75.48291
2024-03-08,800,0.0,0.0,0.0,1.0,12.9,70.0,7.6,1.8,290.0,9.999997E-16,80.82568
2024-03-08,900,0.0,0.0,0.0,1.1,12.1,75.0,7.8,1.6,301.0,9.999997E-16,77.94141
2024-03-08,1000,0.0,0.0,0.0,1.0,11.7,74.0,7.2,1.4,293.0,9.999997E-16,78.99097
2024-03-08,1100,0.0,0.0,0.0,1.0,10.7,79.0,7.1,1.2,241.0,9.999997E-16,78.275635
2024-03-08,1200,0.0,0.0,0.0,1.0,9.6,83.0,6.9,1.5,277.0,9.999997E-16,75.937256
2024-03-08,1300,0.0,0.0,0.0,1.0,9.8,81.0,6.6,1.2,271.0,9.999997E-16,71.93091
2024-03-08,1400,0.02,0.0,48.0,1.0,10.3,79.0,6.9,1.2,286.0,9.999997E-16,73.40991
2024-03-08,1500,0.12,0.0,220.0,1.0,13.9,65.0,7.3,1.9,323.0,49.0,79.71826
2024-03-08,1600,0.27,0.0,435.0,1.1,16.9,55.0,7.8,2.3,336.0,208.71875,94.63843
2024-03-08,1700,0.49,0.0,628.0,0.9,21.4,34.0,4.9,4.0,332.0,384.39062,124.49902
2024-03-08,1800,0.61,0.0,772.0,0.8,22.4,29.0,3.5,4.8,325.0,527.40625,143.19385
2024-03-08,1900,0.67,0.0,855.0,0.8,23.1,27.0,3.3,4.0,332.0,627.46875,156.6687
2024-03-08,2000,0.67,0.0,872.0,0.7,24.1,23.0,1.8,3.2,322.0,677.84375,167.92651
2024-03-08,2100,0.63,0.0,825.0,0.7,24.6,22.0,1.7,3.0,305.0,672.8125,174.7185
2024-03-08,2200,0.54,0.0,706.0,0.7,25.1,20.0,0.9,3.0,351.0,609.0156,172.98218
2024-03-08,2300,0.39,0.0,529.0,0.6,25.1,19.0,-0.3,3.0,343.0,500.60938,167.70966
2024-03-09,0,0.22,0.0,300.0,0.6,24.6,19.0,-0.3,3.0,345.0,351.625,159.40945
2024-03-09,100,0.06,0.0,51.0,0.8,21.4,30.0,3.0,2.0,299.0,175.73438,144.77275
2024-03-09,200,0.02,0.0,0.0,0.8,18.9,35.0,3.0,2.0,287.0,26.5625,121.77339
2024-03-09,300,0.0,0.0,0.0,0.8,16.3,42.0,3.4,1.8,279.0,9.999997E-16,108.03876
2024-03-09,400,0.01,0.0,0.0,0.7,15.6,41.0,2.6,2.2,275.0,9.999997E-16,104.75304
2024-03-09,500,0.03,0.0,0.0,0.7,16.7,34.0,0.9,2.7,260.0,9.999997E-16,100.23854
2024-03-09,600,0.04,0.0,0.0,0.6,17.3,31.0,-0.2,3.3,265.0,9.999997E-16,97.09326
2024-03-09,700,0.02,0.0,0.0,0.6,15.1,36.0,0.1,2.2,313.0,9.999997E-16,88.22168
2024-03-09,800,0.05,0.0,0.0,0.7,15.0,38.0,0.9,2.5,309.0,9.999997E-16,85.98706
2024-03-09,900,0.03,0.0,0.0,0.7,13.3,45.0,1.7,1.9,323.0,9.999997E-16,83.67944
2024-03-09,1000,0.02,0.0,0.0,0.8,11.7,55.0,3.0,2.1,316.0,9.999997E-16,81.204346
2024-03-09,1100,0.02,0.0,0.0,0.8,11.2,60.0,3.9,2.3,307.0,9.999997E-16,79.30054
2024-03-09,1200,0.01,0.0,0.0,0.8,11.3,60.0,3.9,2.2,302.0,9.999997E-16,79.10254
2024-03-09,1300,0.01,0.0,0.0,0.8,10.5,62.0,3.6,2.1,328.0,9.999997E-16,77.94458
2024-03-09,1400,0.03,0.0,52.0,0.8,9.8,65.0,3.5,1.3,316.0,9.999997E-16,77.4397
2024-03-09,1500,0.13,0.0,239.0,0.8,13.1,53.0,3.6,1.6,327.0,53.75,82.93213
2024-03-09,1600,0.28,0.0,467.0,0.7,17.8,35.0,2.0,1.3,316.0,219.89062,114.00586
2024-03-09,1700,0.4,0.0,669.0,0.6,21.1,25.0,0.1,1.1,65.0,392.625,145.72192
2024-03-09,1800,0.51,0.0,690.0,0.6,22.3,22.0,-0.4,2.0,110.0,549.5,171.08545
2024-03-09,1900,0.6,0.0,779.0,0.6,22.9,22.0,0.3,2.5,109.0,655.46875,186.83496
2024-03-09,2000,0.68,0.0,905.0,0.6,23.9,20.0,-0.6,2.7,123.0,705.71875,197.26172
2024-03-09,2100,0.58,0.0,802.0,0.5,24.4,17.0,-2.5,2.4,97.0,698.96875,202.71924
2024-03-09,2200,0.5,0.0,693.0,0.5,24.6,17.0,-1.9,2.4,103.0,634.4375,202.03345
2024-03-09,2300,0.36,0.0,511.0,0.6,24.2,19.0,-0.9,2.7,118.0,523.59375,196.15895
2024-03-10,0,0.21,0.0,243.0,0.7,23.0,25.0,1.7,2.7,120.0,362.96875,181.01402
2024-03-10,100,0.08,0.0,50.0,0.7,20.6,29.0,2.1,1.8,144.0,181.95312,161.75691
2024-03-10,200,0.02,0.0,0.0,0.7,18.3,35.0,2.4,1.0,204.0,28.125,125.601776
2024-03-10,300,0.01,0.0,0.0,0.9,17.2,45.0,5.1,1.1,200.0,9.999997E-16,105.892426
2024-03-10,400,0.01,0.0,0.0,1.0,16.0,53.0,6.4,1.3,214.0,9.999997E-16,100.24667
2024-03-10,500,0.01,0.0,0.0,0.9,14.7,56.0,6.1,1.4,221.0,9.999997E-16,95.29498
2024-03-10,600,0.01,0.0,0.0,0.8,13.8,49.0,3.1,1.1,238.0,9.999997E-16,91.56348
2024-03-10,700,0.03,0.0,0.0,0.7,13.3,48.0,2.4,2.5,293.0,9.999997E-16,87.36133
2024-03-10,800,0.04,0.0,0.0,0.7,13.7,42.0,1.0,2.4,297.0,9.999997E-16,84.07715
2024-03-10,900,0.02,0.0,0.0,0.7,12.0,46.0,0.9,1.4,296.0,9.999997E-16,82.0542
2024-03-10,1000,0.02,0.0,0.0,0.7,10.5,55.0,1.9,1.5,269.0,9.999997E-16,80.04907
2024-03-10,1100,0.0,0.0,0.0,0.8,9.6,64.0,3.1,1.1,292.0,9.999997E-16,78.00488
2024-03-10,1200,0.0,0.0,0.0,0.8,10.4,61.0,3.3,1.0,280.0,9.999997E-16,76.548096
2024-03-10,1300,0.0,0.0,0.0,0.8,9.2,67.0,3.3,1.6,292.0,9.999997E-16,75.60718
2024-03-10,1400,0.03,0.0,53.0,0.8,9.8,66.0,3.7,1.7,275.0,9.999997E-16,74.18945
2024-03-10,1500,0.13,0.0,230.0,0.8,14.4,52.0,4.6,1.6,329.0,58.90625,79.630615
2024-03-10,1600,0.29,0.0,452.0,0.8,18.1,41.0,4.6,1.7,334.0,229.67188,111.085205
2024-03-10,1700,0.42,0.0,653.0,0.7,21.2,29.0,2.3,1.4,348.0,405.01562,142.2378
2024-03-10,1800,0.53,0.0,801.0,0.6,23.3,22.0,0.4,1.2,76.0,551.96875,166.22144
2024-03-10,1900,0.65,0.0,869.0,0.6,24.3,19.0,-0.8,2.7,99.0,654.53125,185.65283
2024-03-10,2000,0.64,0.0,839.0,0.8,23.8,26.0,3.3,3.5,111.0,705.28125,198.01465
2024-03-10,2100,0.49,0.0,647.0,1.1,20.9,43.0,7.8,3.5,115.0,699.96875,202.84766
2024-03-10,2200,0.52,0.0,685.0,0.7,24.6,24.0,2.5,3.2,119.0,623.5625,199.18286
2024-03-10,2300,0.33,0.0,411.0,0.7,24.6,22.0,1.4,2.3,118.0,498.40625,186.14705
2024-03-11,0,0.14,0.0,159.0,0.8,23.8,26.0,3.0,1.4,121.0,345.625,172.76468
2024-03-11,100,0.07,0.0,27.0,0.9,21.9,33.0,5.0,1.0,174.0,180.21875,155.65166
2024-03-11,200,0.05,0.0,0.0,0.9,20.1,38.0,5.5,1.2,221.0,28.375,116.06178
2024-03-11,300,0.05,0.0,0.0,0.8,19.4,36.0,3.7,1.0,192.0,9.999997E-16,92.403336
2024-03-11,400,0.03,0.0,0.0,1.0,17.4,51.0,7.2,1.2,270.0,9.999997E-16,77.97568
2024-03-11,500,0.05,0.0,0.0,0.9,17.8,45.0,5.8,2.1,314.0,9.999997E-16,64.26659
2024-03-11,600,0.06,0.0,0.0,0.9,18.6,41.0,5.2,2.4,317.0,9.999997E-16,54.00943
2024-03-11,700,0.07,0.0,0.0,0.9,18.2,43.0,5.4,2.7,315.0,9.999997E-16,53.714844
2024-03-11,800,0.03,0.0,0.0,0.9,17.6,44.0,5.2,2.5,311.0,9.999997E-16,57.371582
2024-03-11,900,0.03,0.0,0.0,0.9,16.2,48.0,5.0,2.4,298.0,9.999997E-16,63.62378
2024-03-11,1000,0.02,0.0,0.0,0.9,14.4,52.0,4.7,2.5,294.0,9.999997E-16,67.26074
